age,income,score,balance,region,label
22.5,54684.81,-0.4981,4246.49,south,0
45.6,78462.87,0.3380,789.93,west,1
29.1,55454.03,-1.4256,7390.80,south,0
57.8,47971.15,0.6188,6269.71,north,1
47.8,12800.65,-0.8483,3691.46,west,0
67.2,81529.65,,7546.02,west,1
55.8,51263.91,-0.5487,11051.45,north,0
23.2,66119.74,-0.6918,6188.89,south,0
37.4,38873.01,1.6396,3767.96,south,0
48.0,42924.98,1.4287,5684.91,south,0
65.4,79400.94,-0.2777,2253.47,west,1
37.3,52332.09,0.0931,11125.66,west,0
27.8,52067.42,1.6294,1348.48,north,0
32.7,36598.39,-0.2775,1928.48,north,1
30.9,63074.86,-0.4309,8175.61,north,1
26.0,73320.27,-0.8199,4467.79,east,0
35.9,51007.72,1.5083,1300.92,north,0
30.9,55926.63,0.1587,7928.19,west,1
44.5,37322.33,0.0088,8593.72,east,0
64.5,84571.97,-0.4085,80.16,west,0
67.6,48171.90,-0.8812,7047.14,west,0
26.3,56515.35,0.9216,8102.48,west,1
47.6,89668.52,-0.7492,10729.00,south,0
53.0,55241.88,-0.5055,6531.51,west,0
25.9,31353.69,,7377.87,south,0
45.7,42635.20,-1.0660,5404.99,east,0
28.4,52869.13,-0.5010,7255.17,west,0
36.9,91494.24,-0.4768,10354.36,west,1
34.8,63387.13,-1.4686,7274.93,east,1
60.4,55300.92,-0.5988,3205.54,west,0
30.2,74325.92,-0.1385,4862.20,east,1
46.1,82914.70,-2.5417,11088.46,south,0
48.5,45685.81,0.5564,1266.15,north,1
35.2,85278.47,-0.2742,3248.34,west,0
66.3,74905.21,-1.3079,3055.83,south,1
35.3,67514.90,-0.2734,9103.71,east,0
35.0,16662.98,0.4182,2396.74,north,0
54.0,62961.86,-0.0152,3799.25,south,0
43.4,84623.40,0.0303,4900.73,west,1
55.7,54479.74,0.0006,6790.18,west,0
25.9,101208.25,0.6180,6967.43,north,1
25.7,60776.52,-1.3264,1587.03,north,1
56.3,41059.15,-0.5811,1586.55,west,0
38.2,70192.01,0.3586,703.75,south,1
62.6,64787.54,0.0137,8580.47,north,1
30.1,74550.53,-1.0403,4310.15,east,0
30.5,55453.92,-0.2866,5625.09,south,0
62.9,83072.27,-0.6888,5075.82,east,1
36.8,49425.59,0.0063,539.75,west,0
23.7,61883.16,-1.6180,46.22,north,1
29.5,36911.18,-1.5840,1632.08,east,0
58.0,45017.15,-1.4107,11015.38,south,0
31.8,63197.61,-0.1457,3879.65,south,1
46.9,47614.50,2.3745,6594.63,east,1
61.4,51368.41,0.9335,1971.87,east,1
49.7,55780.72,1.1669,13000.61,south,1
57.1,64122.37,-0.0068,5343.76,south,1
68.8,73438.41,1.5228,264.76,west,0
33.6,73476.80,0.3268,3571.57,north,1
63.6,78123.67,0.0476,6052.93,west,1
46.7,63272.18,1.0321,8120.03,east,1
28.5,49661.72,-1.1933,3981.26,west,0
24.9,30764.32,-2.1371,7073.71,north,1
35.1,53250.18,-1.1707,5938.82,north,0
25.2,,,5711.72,east,1
58.1,26582.28,0.8502,3793.34,west,0
47.0,89516.52,0.1630,6224.88,west,1
20.3,26149.10,-0.2489,8427.19,east,0
63.7,66047.67,-0.1854,5032.19,south,0
49.0,69681.68,0.3568,4026.63,south,1
41.0,55323.62,-0.8548,13531.21,east,0
25.3,106633.17,0.7274,7154.43,south,1
42.4,59966.78,-0.9614,7053.49,east,0
65.7,45650.18,1.2821,618.19,east,1
48.4,91634.20,-0.3467,8375.15,east,1
41.9,45031.90,-0.9150,180.30,south,0
49.6,,-0.2990,8683.29,north,0
46.6,41289.79,-0.9197,6066.17,north,0
50.4,47903.63,-0.1509,3580.84,east,1
28.3,60426.09,-1.7711,2955.65,north,0
25.7,65742.82,-0.4990,5566.77,south,0
18.7,31880.00,0.0507,3848.81,south,0
61.3,65972.89,0.3500,-175.53,north,1
18.2,100292.11,-0.4003,8287.46,north,1
31.3,46576.22,1.1508,410.61,south,1
48.4,57194.01,-1.6634,4517.57,west,0
44.0,72279.98,-0.2354,3581.20,east,0
64.9,81570.53,-0.4947,9756.75,west,0
29.1,47415.97,-0.0321,382.16,south,1
23.9,42043.49,-0.2795,8061.24,north,0
26.3,41193.11,1.3173,6446.32,west,0
43.9,79602.67,-0.0285,-3771.56,north,1
33.1,76024.47,-0.9245,733.23,east,0
41.7,20092.82,2.3919,2909.14,south,0
53.8,20549.95,0.0126,1821.32,west,0
34.7,37011.59,-0.1816,5676.92,north,0
52.6,32211.53,0.8344,6726.88,east,0
19.0,67070.26,-0.6050,8201.14,south,1
46.4,63609.07,-0.2446,2797.57,north,1
65.2,95374.78,0.8125,6603.32,north,1
66.6,74102.26,-1.1766,4307.68,north,1
47.7,61828.15,-0.4663,6570.65,south,0
69.1,81155.56,0.8883,4823.23,north,1
30.2,43305.22,1.7207,4948.29,west,0
33.5,34072.52,-0.1039,4007.49,east,0
41.3,60202.64,-0.1283,6572.97,west,1
44.5,76754.80,1.0318,5361.60,south,1
60.6,30018.91,-1.4617,2066.74,west,0
41.3,75949.19,-0.7019,-1319.01,south,1
20.5,75303.65,-0.7983,8059.25,west,1
54.4,50450.74,-2.0260,7341.44,east,0
29.6,62695.63,-2.8466,4770.16,east,1
63.9,54599.16,-0.4227,8588.69,west,0
29.0,61087.37,0.8574,4864.36,east,1
33.4,74360.29,0.6213,4653.13,north,1
25.1,44921.41,1.2035,3737.33,west,1
33.7,78610.82,-2.6841,8905.05,south,1
49.2,75511.88,-0.1696,10527.74,west,0
31.9,76188.95,1.2714,4413.58,west,1
20.5,23595.57,-0.8719,3133.76,east,0
48.5,25566.95,-1.2944,8278.87,east,0
56.2,72255.10,0.3117,7764.68,south,1
23.7,48884.20,-0.0139,6988.62,south,0
40.1,46975.22,0.5941,703.09,south,0
21.5,45624.58,-0.0320,5958.45,south,0
18.9,35061.95,1.1839,5634.67,north,1
37.5,54356.54,0.6501,4175.53,west,1
32.9,46388.20,0.2244,6434.16,south,0
63.5,,-0.3918,4594.14,east,0
18.7,68351.41,0.6634,6269.76,west,1
51.6,37978.04,-0.6709,5030.68,south,0
56.1,80161.43,0.9099,4218.94,north,1
39.7,18942.17,1.0972,10248.32,north,0
44.0,105454.90,0.8985,4951.65,north,1
30.9,34714.45,-1.2675,6944.42,east,0
31.1,70259.01,0.4073,7927.79,west,1
20.8,76292.50,0.3391,2211.98,south,1
65.1,59519.95,0.8286,4531.11,north,1
19.5,73211.57,-1.5394,2451.71,west,1
25.1,57610.42,-0.6067,4574.58,west,0
55.7,27344.77,-0.0967,1536.11,north,0
41.8,65900.97,1.3394,7722.09,west,1
44.6,80536.78,-0.6031,5090.60,south,0
33.3,49491.21,0.8518,1361.17,north,1
26.4,28507.58,0.1236,6505.46,east,0
59.6,48558.32,1.8664,2071.28,north,1
24.4,65541.86,0.2986,743.06,east,0
33.4,65118.14,-1.5922,6354.34,west,0
57.1,79830.31,-0.2903,5232.78,north,1
33.5,69805.63,0.2312,2885.90,east,1
67.5,68877.54,1.2202,7246.29,north,1
27.1,22911.21,0.6292,6465.24,east,0
45.4,100415.39,-0.2934,5614.83,south,1
46.0,60491.62,-1.2542,8162.69,east,0
44.0,75402.84,0.0145,5994.99,east,1
58.3,53245.76,-0.1362,8866.32,south,0
20.4,56813.14,1.2835,6141.27,east,0
46.4,60691.05,0.8904,6115.27,south,1
59.1,88479.16,-1.3875,-3426.27,east,0
20.6,87411.41,-2.2844,4057.95,south,1
46.4,70947.21,-0.4210,10867.10,west,0
40.9,96025.18,0.2480,3375.62,south,1
39.0,52383.71,-0.9658,4698.58,north,0
46.0,69134.89,-0.5224,3771.81,east,1
50.5,51279.96,1.1460,-344.48,east,0
54.6,83412.10,0.7050,6901.75,north,1
64.7,60329.93,-1.7040,10798.66,west,0
52.1,77618.79,0.3244,10130.22,east,1
69.9,91309.88,0.1404,4407.87,south,1
52.6,21641.44,-0.2133,2413.36,east,0
32.0,99539.49,0.5378,3445.58,south,1
25.7,65553.21,0.5584,6635.52,south,1
21.7,53846.62,2.4197,3903.26,east,0
31.9,24516.51,0.2108,7458.49,west,0
24.2,54157.55,-0.7294,5951.78,north,1
53.5,17466.33,-0.5024,1383.84,west,0
53.9,61348.79,0.6900,1640.89,east,1
49.8,56606.04,1.8796,7638.99,south,1
37.9,,0.5819,7656.36,south,1
42.1,53729.29,0.5137,5141.65,south,0
31.5,79469.30,0.2500,9533.08,east,1
65.8,81201.11,-0.4484,4918.42,north,1
18.8,97717.27,0.0620,4223.99,north,1
34.7,55206.76,-1.1983,4975.72,south,0
47.8,73773.90,0.7202,6763.08,west,1
27.4,31809.00,0.4534,-1799.84,south,0
62.4,39367.33,0.1686,5513.76,south,0
43.0,54754.51,-0.8512,5547.82,west,0
37.3,59363.28,-0.2669,2561.44,west,0
21.3,37420.47,-0.5711,2531.60,north,0
32.6,52207.08,0.2888,8812.16,west,0
48.7,72719.41,-0.2902,3684.87,south,0
32.6,51404.64,0.3456,4192.59,south,0
20.3,56968.38,0.9036,7883.85,west,0
48.1,43420.39,1.2342,1387.41,west,1
33.8,85300.17,-1.0112,12529.40,west,0
62.0,92638.30,-0.3357,2855.37,north,1
54.0,63620.68,-1.0798,3173.03,north,0
55.5,57736.36,1.2156,735.43,east,1
64.3,90557.88,-0.8396,3231.96,west,0
60.1,68685.84,1.3145,2201.31,west,1
35.1,47509.88,-0.4985,3680.11,north,0
47.6,34987.95,0.9998,1735.71,south,0
31.5,48998.22,-0.5373,-2146.98,east,0
28.5,100366.39,-0.2254,8612.79,east,1
28.7,48930.96,0.1158,7339.64,east,0
23.8,113192.18,,7051.05,south,1
30.4,59845.67,-0.1491,6695.05,south,0
29.7,55898.51,0.6487,6868.57,north,0
53.0,84308.31,1.1676,2940.08,east,1
31.1,55367.79,0.8391,13750.39,south,1
20.4,66890.62,-0.4763,3267.11,east,1
39.9,40708.07,-1.8187,1407.61,east,0
28.4,36931.03,0.1060,11209.97,south,0
53.8,46286.11,-2.7834,3856.85,north,0
29.5,64020.95,0.6556,5221.16,north,1
47.0,47644.73,0.6046,2019.54,east,1
27.2,23664.72,-1.1944,4274.55,west,0
43.1,68710.25,0.5668,6495.47,south,1
63.1,56879.58,-0.6514,6039.86,south,0
33.8,54762.99,1.2366,1372.88,north,1
45.4,48605.97,-0.7531,7331.30,east,0
40.8,18344.03,-0.8195,2705.76,north,0
21.6,89278.84,-0.6443,344.60,west,1
19.1,51064.94,0.2309,7775.76,west,1
61.8,69671.40,-1.0195,6046.82,west,0
35.7,85660.20,2.2055,4359.46,east,1
53.7,80796.72,-0.3670,2704.35,south,0
39.5,63684.24,1.7128,7358.56,south,0
61.6,60118.82,-0.2820,4238.84,north,0
28.1,65608.77,-0.3129,2956.90,south,1
43.2,76706.80,-0.6972,6734.49,south,1
46.5,70651.23,-0.7468,5902.61,south,0
59.3,51701.18,0.4267,1412.26,east,1
19.5,68273.28,1.1710,8814.17,south,0
36.8,66938.67,0.1029,10.56,east,0
42.7,72797.15,,2609.20,north,1
48.6,63750.76,0.2061,6133.65,west,1
25.4,85272.28,-0.7762,4764.45,north,1
46.3,63686.64,-2.6263,7442.18,south,0
54.1,76382.77,0.1204,6784.54,east,1
56.1,60775.91,-1.7121,-2102.22,south,0
29.7,49360.50,-0.6218,9039.72,east,0
40.9,42494.54,0.0498,3537.55,west,0
33.5,57034.57,-0.3952,5044.92,north,0
38.2,69871.61,-0.2593,2754.78,east,0
36.9,83389.70,1.5131,1792.78,north,0
67.1,58318.52,0.9340,6976.20,south,1
18.7,50373.50,1.4823,6481.12,west,0
67.3,50588.57,0.2065,5813.93,west,0
19.7,83813.99,0.2198,3089.28,east,1
22.1,61936.08,1.7276,9793.20,west,1
28.7,50734.06,-0.6143,6195.74,west,0
32.9,73648.93,0.3235,6839.15,north,1
62.6,35584.37,0.1285,5325.92,north,0
61.7,62133.22,0.2848,5967.46,east,0
66.6,,0.5823,8562.23,east,1
38.3,57501.94,0.1152,8228.18,north,0
18.8,38671.64,0.7904,8422.29,south,0
50.5,78110.23,-0.8295,5425.47,west,1
64.8,91049.71,0.4829,5489.69,west,1
23.6,35535.28,-1.0221,1595.68,south,0
61.0,62200.92,1.0498,4504.99,west,1
18.1,71896.28,0.9544,3401.39,west,1
56.1,101669.83,-0.2080,2588.20,south,1
43.7,52299.96,-0.5027,5093.57,east,0
65.2,42478.32,-0.0331,5310.71,south,0
63.5,59906.35,0.5326,2945.83,south,1
20.4,97162.90,-1.4838,-17.95,south,1
43.9,61273.24,-0.9887,4296.14,south,0
30.6,64877.41,0.9072,5091.23,east,1
40.8,92756.87,-0.2195,6015.82,south,1
21.4,20571.96,-1.2641,2403.12,east,0
36.7,19999.25,-2.1799,1132.60,west,0
39.2,76741.31,-0.4447,-475.84,west,1
18.2,74292.72,-1.7242,5011.24,south,1
42.7,34404.68,0.1087,3275.29,north,1
64.5,69549.49,-0.0956,6813.71,north,1
21.2,,,758.64,north,1
67.1,64004.77,-1.2378,9018.02,south,0
43.4,45148.63,0.6004,4461.79,south,0
29.0,51630.96,-1.1873,4391.71,west,0
68.4,43809.29,-1.0272,5467.02,south,0
42.6,60937.86,-0.2247,7137.42,north,0
40.7,55729.59,-0.8474,7429.58,south,0
37.6,91051.36,1.7495,-516.57,east,1
63.8,71588.14,-0.0777,3315.13,east,1
24.8,30948.46,-0.7581,6355.69,south,0
28.9,67670.56,2.2241,6762.08,south,0
32.7,86431.03,-0.8020,5687.97,south,1
21.2,65193.90,-0.3929,2363.60,west,1
61.9,80044.46,-0.2345,6286.08,south,1
43.4,59366.97,-0.7876,4475.81,west,0
49.3,73003.25,0.5552,5030.92,north,1
64.0,42739.42,1.1271,8692.39,east,1
43.7,74513.74,-1.2883,4711.22,east,0
32.4,34552.79,-0.5085,6394.17,west,0
45.6,83849.11,-0.4040,9403.56,east,1
44.0,32065.49,-1.3985,8033.72,north,0
33.5,20955.50,-1.3206,1274.46,west,0
30.1,69788.86,-0.4020,1826.51,east,1
36.6,56813.05,-0.9182,-967.19,north,0
56.2,62101.71,0.2599,8199.42,east,1
26.6,67891.60,0.7511,4505.91,west,1
69.8,59495.72,0.1352,3401.23,north,1
30.2,43663.87,0.2316,4768.78,north,0
32.2,,-0.9397,1511.46,north,1
24.4,66412.29,-0.6313,6717.47,south,0
38.4,69092.96,0.3294,2352.56,north,1
37.3,96665.65,0.5062,7727.81,north,1
53.5,46431.91,-0.1349,5809.29,north,0
64.6,61238.09,0.4777,4836.54,west,1
30.9,70332.48,-0.2929,6692.48,east,1
60.1,51747.23,-1.1801,4286.40,south,0
34.0,37875.29,0.2491,4937.93,south,0
39.1,49524.13,-0.4620,8640.45,west,0
24.7,79647.74,-1.7002,10057.08,west,1
64.4,55025.19,0.7612,6690.26,east,0
37.4,71295.45,0.3184,9228.39,south,1
54.4,46443.21,0.6516,319.70,south,0
19.4,68234.02,-0.5092,5458.09,east,1
54.3,47526.24,1.3819,4995.64,south,0
29.8,44447.44,0.4106,3642.82,west,0
41.5,62073.26,,6650.15,south,1
53.0,60960.69,-0.6837,10806.11,south,0
26.9,87203.70,-0.3539,6610.66,west,1
45.4,30008.19,1.1866,8427.50,north,1
61.5,69395.15,-0.0779,9210.63,south,1
26.5,89753.93,-0.0291,9054.76,west,1
42.3,85140.60,1.3865,5318.53,east,1
27.6,52912.35,1.0643,3288.40,east,1
25.5,47417.29,0.1701,8524.27,north,0
43.5,50861.78,1.7893,7720.67,east,1
41.7,65552.83,-1.4851,3767.04,west,1
51.5,63495.10,-0.1130,9951.05,east,0
62.6,,-0.5815,2661.93,west,1
54.7,71050.16,1.3709,1484.67,north,1
35.5,40244.96,1.4718,4953.57,west,0
43.3,,-0.5098,1217.41,east,0
53.0,37353.33,0.0931,4672.55,west,0
61.6,35218.72,0.8572,4954.02,east,1
53.5,58167.03,0.4566,3411.49,east,0
44.1,65748.08,0.2109,5338.19,south,1
24.9,106749.71,0.9149,1386.94,south,1
63.2,69847.29,1.8275,-1603.02,west,1
32.6,60314.40,0.0740,7556.25,west,0
39.1,86199.31,-1.1030,7879.19,west,1
64.0,46441.23,-0.1451,7671.53,west,0
28.8,66267.45,-0.0767,3917.78,east,1
65.5,77977.27,-0.4032,6481.45,west,1
29.9,74520.21,0.6319,4141.18,north,1
22.5,67455.95,0.6641,8653.71,west,1
44.7,53560.72,0.8307,1636.25,west,0
59.4,37075.32,0.4199,5990.71,east,1
38.9,57169.26,0.2129,3758.46,west,1
61.8,49006.02,-1.0186,7235.08,north,0
38.6,72717.11,-0.3654,5349.42,north,0
60.4,,-0.8619,-135.41,south,0
23.9,70368.03,0.2707,4186.07,west,1
32.7,30295.55,-0.1501,2235.80,west,0
24.4,77961.07,-0.0748,6491.29,west,1
56.5,44263.82,0.4663,7679.04,west,1
42.4,31164.18,-0.3175,1585.11,west,0
52.1,34597.15,0.9836,6397.99,north,0
30.4,48406.35,0.9640,2140.28,north,1
56.2,80736.38,-0.9378,3649.33,east,1
69.6,73164.48,1.2149,5608.12,south,1
22.1,38340.90,-0.3586,8732.84,east,0
34.6,61596.43,-0.7283,6523.22,south,0
63.2,58061.48,-0.3369,7059.09,west,0
62.3,31064.36,,3704.91,south,0
63.3,41713.88,0.2876,4711.03,east,0
29.8,22399.44,1.1134,6974.30,south,0
47.3,43946.61,-1.4823,5624.97,north,0
22.5,11091.73,0.3698,5617.48,east,0
40.4,45321.88,0.5191,6324.98,west,1
48.0,42725.86,0.5917,10046.78,east,0
31.4,45293.59,0.5773,9200.96,north,1
40.0,44808.18,0.3784,9360.80,west,1
37.0,,-0.4803,6309.52,south,0
22.4,53573.82,0.8134,2882.92,south,1
21.6,64448.78,0.2811,1700.07,west,1
58.6,73922.21,0.7229,5602.17,west,1
18.2,76609.68,0.2605,2241.01,north,1
69.3,72544.72,-0.2845,-570.95,south,0
64.6,49787.97,-0.0799,4276.36,north,0
69.3,39763.35,0.5432,11763.61,east,1
58.9,45648.23,0.9537,5221.38,east,1
18.1,51285.39,-1.8558,5621.88,east,0
24.0,60089.65,-1.2539,4995.82,west,0
34.6,58416.24,-1.5906,5662.91,east,1
27.4,80202.06,-0.5426,1262.45,west,1
21.1,58097.81,-0.6746,5979.61,west,0
65.7,93039.33,0.1513,7549.25,north,1
65.3,78981.41,-0.3274,5972.25,west,1
57.9,51114.78,1.2292,6074.31,south,1
31.2,75856.82,-0.6247,5302.25,north,1
62.3,8000.00,-0.7147,7343.64,south,0
60.6,85381.25,-0.8217,1849.49,east,1
34.8,67581.65,-0.3247,-642.56,west,1
24.6,67314.85,0.1146,3756.00,west,0
25.0,,-0.5005,5134.29,north,0
39.3,106432.47,-0.9202,7009.10,west,1
61.3,55308.88,-1.3391,3000.58,north,0
22.0,57357.31,0.1330,5707.19,north,1
40.3,80730.72,-0.5639,5073.96,south,1
36.4,56425.26,-0.9782,7335.99,north,1
64.4,44326.56,-0.2999,3820.34,north,0
26.0,72124.11,0.2727,7043.33,west,1
52.1,41323.82,1.9048,7389.57,north,1
34.8,73673.85,1.5029,4380.23,east,1
51.6,62530.25,-0.8900,4748.51,west,0
60.8,80749.76,-0.4718,3835.72,south,1
60.9,37695.69,-1.9043,3092.91,north,0
62.0,82928.75,-1.9113,3321.28,south,1
33.2,65405.09,-1.8029,2004.59,north,1
32.3,96344.17,0.8202,7305.10,south,1
24.4,48002.15,-0.1916,6378.40,north,1
31.3,94184.77,-1.4446,4809.13,north,1
24.2,72951.15,-0.6876,5492.08,west,1
58.8,74523.30,-0.5271,5286.68,east,0
20.5,46604.56,-0.6787,9591.43,west,0
28.0,,1.3456,7765.25,east,1
59.1,72330.05,-1.8859,4200.06,south,0
58.0,44700.17,-0.4822,7202.87,east,0
68.6,38696.11,0.1833,332.86,south,0
37.9,45765.67,0.4066,3717.69,west,0
20.3,86918.14,-2.1215,2898.20,south,1
60.0,62880.13,0.1260,6109.60,north,1
32.9,77242.10,-1.2495,3543.24,east,1
58.2,65317.30,-0.6009,2840.43,north,1
19.0,62138.33,-1.5635,3009.01,south,0
19.8,64085.73,0.6829,931.91,west,1
49.1,52435.66,2.9127,1261.68,west,1
53.6,82472.78,0.9135,2258.02,south,1
47.2,63183.82,-0.3338,6214.57,west,0
45.7,64136.39,-1.7200,5902.10,east,1
49.0,34518.39,0.7801,7327.27,east,1
24.8,65683.48,1.0914,10039.71,east,1
21.3,47569.61,-1.0965,7794.43,east,0
36.2,50774.66,0.8485,-215.33,south,0
46.5,,-1.7557,3287.46,south,0
30.9,39894.88,-1.2638,9565.86,north,0
27.3,56315.85,0.0905,5588.10,south,0
41.2,71567.07,-1.3745,6226.99,south,0
39.3,81195.10,0.6731,5749.95,west,1
32.0,50455.42,1.3141,1064.91,south,1
66.2,65874.66,0.0150,6324.36,south,0
67.0,65254.84,0.4256,4667.99,south,1
20.4,39219.76,1.4825,2200.60,east,0
43.0,20613.36,0.4528,6196.13,south,0
30.4,24520.65,1.2072,10130.15,west,0
35.5,71031.19,1.3294,4558.55,east,1
19.5,61877.76,-1.0333,1343.26,east,0
22.2,35332.57,2.0529,4727.30,north,1
19.7,48215.91,1.0973,2451.63,south,0
24.5,52633.37,0.1192,-2012.86,south,0
51.8,53403.98,0.7609,3644.75,west,1
22.1,59433.24,0.2806,6195.97,west,1
64.1,100595.68,0.1992,2276.76,west,1
59.7,45603.96,-0.9695,4782.17,west,0
32.0,62623.23,-0.4012,4658.58,west,0
54.0,45821.97,-0.3341,3712.12,north,0
67.5,48422.92,1.0193,3876.62,west,1
24.0,43790.84,0.4412,4105.88,west,0
47.1,55746.45,0.3741,4230.32,west,1
42.2,49816.96,-0.1215,4639.84,east,0
34.1,66411.46,1.1893,6533.83,south,0
33.0,63900.79,-2.3425,3594.31,west,0
22.5,43558.30,-0.8775,2598.93,west,0
51.6,95258.06,0.8940,6469.81,north,1
28.3,38475.59,-0.4041,3063.88,west,1
40.0,66525.50,0.6015,11273.15,west,1
66.3,99873.36,1.4991,4299.03,west,1
36.1,46867.30,0.7528,10829.43,west,0
34.4,84370.64,-1.4109,5776.62,south,1
66.5,86093.70,-0.2252,5931.36,east,1
48.3,66212.92,-1.1048,7665.18,north,0
47.7,25988.45,0.4411,6279.10,west,0
29.6,86106.79,,4654.04,east,1
51.3,61685.15,-0.2366,4032.23,west,1
37.7,49925.18,0.4787,2346.14,east,1
46.3,83455.52,-0.1990,2240.12,east,1
38.7,46655.71,1.8202,7511.79,north,0
22.2,79565.80,0.1183,-2039.71,east,1
63.6,49900.64,0.2123,10033.89,east,0
54.0,69840.99,0.5311,7751.01,north,1
67.8,40189.67,0.9984,4113.21,north,1
33.9,52701.97,0.6551,10085.70,north,1
32.6,43144.42,-0.0320,10500.77,north,0
25.1,46895.14,0.0479,8275.08,north,0
33.9,63419.12,0.4799,-2052.81,north,1
34.9,56839.57,0.5575,-860.82,east,1
27.6,63443.02,-0.3600,6900.54,east,0
31.8,83570.36,-0.5521,1495.35,north,1
33.3,57876.23,-0.2267,6156.80,west,0
62.6,25784.27,0.4377,3759.10,south,0
41.2,54687.30,-0.4269,6102.81,west,0
60.6,61456.62,-1.0289,4001.31,north,0
20.6,78710.53,-0.3193,4957.96,north,0
27.8,78989.76,-0.4680,-20.74,south,1
67.5,77455.66,0.5749,4797.61,north,1
20.6,55800.96,-0.4897,2326.25,west,0
21.6,71848.86,-0.3888,7969.14,north,1
44.9,33465.43,1.7796,2930.14,east,0
33.1,83748.93,0.4243,6218.68,south,1
28.1,68041.61,-0.8786,6599.46,north,0
49.7,69320.20,1.1417,4446.97,west,1
49.7,53014.86,-0.3468,2448.59,south,0
27.8,61011.20,-0.7700,5282.54,west,0
46.0,47689.99,0.6158,4475.77,south,0
41.6,70400.08,-1.3395,7135.14,west,0
62.0,35566.88,-0.0611,2136.31,south,0
21.6,77846.28,0.5348,1430.38,south,1
30.1,69985.13,0.7102,6886.12,north,1
47.4,97217.94,-0.4985,5558.78,south,1
19.7,59277.89,-0.4724,8311.21,west,0
62.0,58278.99,-0.0782,8807.12,south,0
68.3,63544.16,1.1523,-608.37,south,0
35.1,60665.02,-1.7004,5565.04,north,1
58.3,58016.86,0.7805,5266.21,north,1
31.0,39714.03,0.2869,5042.18,south,0
67.3,39662.46,1.3007,7560.55,west,1
29.0,49573.59,-1.0602,10503.76,west,0
18.3,54647.19,1.0969,4273.33,south,0
21.6,38174.96,-0.8192,4421.16,west,0
41.9,38646.31,0.2884,6727.70,west,0
20.0,54772.09,-0.3684,7006.30,north,0
69.0,73620.82,-2.3260,4437.55,west,0
50.8,56482.32,-0.0509,7335.52,east,1
47.6,72458.49,0.3770,8796.45,north,1
50.6,77864.86,0.8232,3242.91,east,1
39.7,74115.06,-0.5927,8492.48,north,0
64.1,52248.43,-1.1020,2506.38,north,0
55.1,52555.70,0.6768,8551.43,south,0
40.4,25717.34,-0.3331,2156.95,east,0
32.8,47433.43,0.9985,2283.83,east,1
25.5,68599.46,1.3583,752.11,south,1
34.4,,-0.2142,3840.88,north,1
36.4,84879.91,-0.1550,4608.19,east,1
22.2,86352.19,-0.6781,4310.62,west,1
66.1,53214.04,-1.9171,3643.34,north,0
31.4,76949.62,0.0016,3999.83,north,1
46.1,33941.20,0.6983,3258.50,north,1
21.4,40719.27,1.0154,3578.54,west,0
46.7,53152.46,-0.0112,5111.75,west,0
51.6,60158.08,1.7652,3049.20,west,1
22.1,56580.53,-0.4882,5146.06,east,0
68.7,44147.29,-0.0127,1518.40,west,0
26.5,96137.06,-0.5063,765.64,south,1
31.7,65350.40,-0.4089,6924.45,south,0
56.3,65263.87,-0.2527,2342.64,east,0
35.5,72518.12,-0.6433,4954.47,west,1
63.6,63224.93,,1725.19,east,0
30.4,55748.89,0.2794,269.82,north,1
34.3,49767.70,,659.58,east,0
54.0,29902.41,-0.9807,2061.38,north,0
62.7,87465.08,0.4938,8446.95,south,1
64.0,43070.86,-0.7639,2555.32,west,0
33.0,29429.25,0.4458,5321.18,north,0
45.6,45151.79,0.0816,3488.29,north,0
39.4,30553.73,-1.8112,4951.82,south,0
53.2,96647.56,-0.9712,1070.46,west,0
29.8,66710.58,0.9159,7817.84,north,1
61.6,85890.77,-0.5977,5222.51,north,1
55.1,86726.49,-0.6100,3283.99,west,1
27.1,70448.93,-0.3990,6987.60,south,0
34.3,70525.97,0.1215,117.25,east,1
35.5,46719.07,0.5614,2514.90,east,1
66.4,58452.16,-0.2655,5649.32,west,1
41.7,48898.37,1.6198,9249.16,north,1
50.0,60783.98,-0.5272,3149.73,west,0
66.4,47147.35,-0.4271,9960.22,south,0
38.6,83276.38,-0.1596,8116.13,north,1
67.2,74045.28,0.1746,2040.80,west,1
33.2,58044.59,1.4060,6167.22,south,0
18.7,29294.63,2.2500,7985.73,east,0
23.3,72581.39,-0.3077,1818.28,east,1
54.0,76247.54,-0.1444,9038.41,north,1
37.8,58745.33,0.6195,107.37,west,0
61.3,36834.05,-0.0983,8733.66,south,0
45.7,67946.79,0.8364,8051.47,south,1
53.7,79298.19,,9582.34,east,0
36.3,24782.76,0.8292,7181.79,east,0
48.5,70403.20,-2.0629,5512.95,north,1
54.3,26651.58,0.5175,40.42,south,0
37.6,61449.55,0.6542,9907.78,west,0
43.5,92078.92,2.3870,6634.13,east,1
61.9,61684.99,-0.8526,7203.74,east,0
66.3,68818.30,0.6788,3029.66,east,1
36.2,54095.16,0.6351,-1844.17,east,1
21.5,59876.51,-0.8843,6161.51,west,0
61.8,103150.65,0.2609,2112.63,south,1
41.3,84490.04,-0.7923,4635.63,east,0
68.4,54230.72,-1.0982,6381.90,south,0
57.7,53006.34,-1.4286,902.29,west,0
37.1,60333.74,-0.1962,6060.70,west,0
62.2,100278.29,-0.9937,2483.11,east,1
46.5,63833.91,-1.9725,3040.39,south,0
55.1,80421.96,0.2852,6964.30,north,1
